"","Poll","Date","Sample","Favorable","Unfavorable","Spread","poll_date","candidate","gain","net"
"1001","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",33,60,"-27",2015-07-19,"Trump",-29.0322580645161,-27
"1014","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",28,58,"-30",2015-07-10,"Trump",-34.8837209302326,-30
"1022","ABC News/Wash PostABC News/Wash Post","7/8 - 7/12","1011 A",33,61,"-28",2015-07-09,"Trump",-29.7872340425532,-28
"1032","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",34,58,"-24",2015-07-05,"Trump",-26.0869565217391,-24
"1041","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",30,60,"-30",2015-06-28,"Trump",-33.3333333333333,-30
"1051","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",32,60,"-28",2015-06-21,"Trump",-30.4347826086957,-28
"1061","MonmouthMonmouth","6/11 - 6/14","829 RV",18,57,"-39",2015-06-12,"Trump",-52,-39
"1071","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",26,60,"-34",2015-06-14,"Trump",-39.5348837209302,-34
"1081","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",20,69,"-49",2015-05-20,"Trump",-55.0561797752809,-49
"227","FOX NewsFOX News","9/20 - 9/22","1013 RV",27,31,"-4",2015-09-21,"Walker",-6.89655172413793,-4
"327","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",27,39,"-12",2015-09-12,"Walker",-18.1818181818182,-12
"427","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",,29,"-29",2015-08-29,"Walker",,
"527","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",30,37,"-7",2015-08-15,"Walker",-10.4477611940298,-7
"627","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",33,34,"-1",2015-07-19,"Walker",-1.49253731343284,-1
"720","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",17,22,"-5",2015-07-10,"Walker",-12.8205128205128,-5
"819","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",28,33,"-5",2015-07-05,"Walker",-8.19672131147541,-5
"916","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",27,32,"-5",2015-06-28,"Walker",-8.47457627118644,-5
"1015","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",28,36,"-8",2015-06-21,"Walker",-12.5,-8
"1114","MonmouthMonmouth","6/11 - 6/14","829 RV",23,25,"-2",2015-06-12,"Walker",-4.16666666666667,-2
"1214","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",26,34,"-8",2015-06-14,"Walker",-13.3333333333333,-8
"1314","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",29,30,"-1",2015-06-07,"Walker",-1.69491525423729,-1
"1412","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",25,28,"-3",2015-05-31,"Walker",-5.66037735849057,-3
"157","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",30,32,"-2",2015-05-24,"Walker",-3.2258064516129,-2
"167","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",22,25,"-3",2015-05-20,"Walker",-6.38297872340426,-3
"177","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",27,34,"-7",2015-05-17,"Walker",-11.4754098360656,-7
"187","Pew ResearchPew Research","5/12 - 5/18","2002 A",26,29,"-3",2015-05-13,"Walker",-5.45454545454545,-3
"197","FOX NewsFOX News","5/9 - 5/12","1006 RV",25,21,"+4",2015-05-10,"Walker",8.69565217391304,4
"207","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",29,30,"-1",2015-04-26,"Walker",-1.69491525423729,-1
"2111","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",15,19,"-4",2015-04-24,"Walker",-11.7647058823529,-4
"228","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",32,33,"-1",2015-04-19,"Walker",-1.53846153846154,-1
"237","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",24,21,"+3",2015-04-17,"Walker",6.66666666666667,3
"247","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",29,30,"-1",2015-04-12,"Walker",-1.69491525423729,-1
"257","BloombergBloomberg","4/6 - 4/8","1008 A",21,21,"Tie",2015-04-07,"Walker",0,0
"267","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",30,31,"-1",2015-04-05,"Walker",-1.63934426229508,-1
"277","FOX NewsFOX News","3/29 - 3/31","1025 RV",27,21,"+6",2015-03-30,"Walker",12.5,6
"287","PPP (D)PPP (D)","3/26 - 3/31","989 RV",32,34,"-2",2015-03-27,"Walker",-3.03030303030303,-2
"297","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",28,28,"Tie",2015-03-29,"Walker",0,0
"307","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",24,31,"-7",2015-03-27,"Walker",-12.7272727272727,-7
"3111","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",28,30,"-2",2015-03-22,"Walker",-3.44827586206897,-2
"328","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",28,31,"-3",2015-03-15,"Walker",-5.08474576271187,-3
"337","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",21,21,"Tie",2015-03-14,"Walker",0,0
"347","GallupGallup","3/2 - 3/4","1522 A",20,18,"+2",2015-03-03,"Walker",5.26315789473684,2
"357","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",26,29,"-3",2015-02-28,"Walker",-5.45454545454545,-3
"367","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",23,24,"-1",2015-02-26,"Walker",-2.12765957446809,-1
"377","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",25,26,"-1",2015-02-21,"Walker",-1.96078431372549,-1
"387","PPP (D)PPP (D)","2/20 - 2/22","691 RV",33,26,"+7",2015-02-20,"Walker",11.864406779661,7
"397","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",28,25,"+3",2015-02-14,"Walker",5.66037735849057,3
"407","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",27,26,"+1",2015-02-07,"Walker",1.88679245283019,1
"4111","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",26,25,"+1",2015-01-31,"Walker",1.96078431372549,1
"428","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",28,28,"Tie",2015-01-24,"Walker",0,0
"437","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",23,32,"-9",2015-01-17,"Walker",-16.3636363636364,-9
"447","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",30,31,"-1",2015-01-10,"Walker",-1.63934426229508,-1
"457","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",25,28,"-3",2015-01-03,"Walker",-5.66037735849057,-3
"467","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",29,31,"-2",2014-12-28,"Walker",-3.33333333333333,-2
"229","Politico/GWU/BattlegroundPolitico/GWU/Battleground","11/4 - 11/5","1000 LV",50,47,"+3",2015-11-05,"Romney",3.09278350515464,3
"329","CNN/Opinion ResearchCNN/Opinion Research","11/2 - 11/4","693 LV",51,45,"+6",2015-11-03,"Romney",6.25,6
"429","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","11/1 - 11/4","1417 LV",46,41,"+5",2015-11-02,"Romney",5.74712643678161,5
"528","ABC News/Wash PostABC News/Wash Post","10/30 - 11/2","1809 LV",53,45,"+8",2015-10-31,"Romney",8.16326530612245,8
"628","Politico/GWU/BattlegroundPolitico/GWU/Battleground","10/29 - 11/1","1000 LV",50,44,"+6",2015-10-30,"Romney",6.38297872340426,6
"725","FOX NewsFOX News","10/28 - 10/30","1128 LV",51,46,"+5",2015-10-29,"Romney",5.15463917525773,5
"820","CBS News/NY TimesCBS News/NY Times","10/25 - 10/28","563 LV",44,43,"+1",2015-10-26,"Romney",1.14942528735632,1
"917","NPRNPR","10/23 - 10/25","1000 LV",51,45,"+6",2015-10-24,"Romney",6.25,6
"1016","Politico/GWU/BattlegroundPolitico/GWU/Battleground","10/22 - 10/25","1000 LV",52,43,"+9",2015-10-23,"Romney",9.47368421052632,9
"1115","Associated Press/GfKAssociated Press/GfK","10/19 - 10/23","839 LV",52,42,"+10",2015-10-20,"Romney",10.6382978723404,10
"1215","ABC News/Wash PostABC News/Wash Post","10/18 - 10/21","1376 LV",50,47,"+3",2015-10-19,"Romney",3.09278350515464,3
"1315","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","10/18 - 10/21","1402 LV",49,39,"+10",2015-10-19,"Romney",11.3636363636364,10
"1413","CBS NewsCBS News","10/17 - 10/20","790 LV",43,40,"+3",2015-10-18,"Romney",3.6144578313253,3
"158","Politico/GWU/BattlegroundPolitico/GWU/Battleground","10/15 - 10/18","1000 LV",50,45,"+5",2015-10-16,"Romney",5.26315789473684,5
"168","USA Today/GallupUSA Today/Gallup","10/10 - 10/11","891 RV",52,44,"+8",2015-10-11,"Romney",8.33333333333333,8
"178","Politico/GWU/BattlegroundPolitico/GWU/Battleground","10/7 - 10/11","1000 LV",51,44,"+7",2015-10-08,"Romney",7.36842105263158,7
"188","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","10/8 - 10/10","1360 LV",46,39,"+7",2015-10-09,"Romney",8.23529411764706,7
"198","FOX NewsFOX News","10/7 - 10/9","1109 LV",52,42,"+10",2015-10-08,"Romney",10.6382978723404,10
"208","Pew ResearchPew Research","10/4 - 10/7","1201 RV",50,46,"+4",2015-10-05,"Romney",4.16666666666667,4
"2112","ABC News/Wash PostABC News/Wash Post","10/4 - 10/7","845 RV",47,51,"-4",2015-10-05,"Romney",-4.08163265306122,-4
"2210","Politico/GWU/BattlegroundPolitico/GWU/Battleground","10/1 - 10/4","1000 LV",47,47,"Tie",2015-10-02,"Romney",0,0
"238","CNN/Opinion ResearchCNN/Opinion Research","9/28 - 9/30","783 LV",49,50,"-1",2015-09-29,"Romney",-1.01010101010101,-1
"248","QuinnipiacQuinnipiac","9/25 - 9/30","1912 LV",45,48,"-3",2015-09-26,"Romney",-3.2258064516129,-3
"258","USA Today/GallupUSA Today/Gallup","9/24 - 9/27","1446 A",47,48,"-1",2015-09-25,"Romney",-1.05263157894737,-1
"268","Politico/GWU/BattlegroundPolitico/GWU/Battleground","9/24 - 9/27","1000 LV",46,48,"-2",2015-09-25,"Romney",-2.12765957446809,-2
"278","FOX NewsFOX News","9/24 - 9/26","1092 LV",48,47,"+1",2015-09-25,"Romney",1.05263157894737,1
"288","BloombergBloomberg","9/21 - 9/24","1007 A",43,50,"-7",2015-09-22,"Romney",-7.52688172043011,-7
"298","Politico/GWU/BattlegroundPolitico/GWU/Battleground","9/16 - 9/20","1000 LV",46,49,"-3",2015-09-17,"Romney",-3.15789473684211,-3
"308","Associated Press/GfKAssociated Press/GfK","9/13 - 9/17","807 LV",48,46,"+2",2015-09-14,"Romney",2.12765957446809,2
"3112","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","9/13 - 9/16","1344 LV",41,40,"+1",2015-09-14,"Romney",1.23456790123457,1
"3210","Reason-Rupe/PSRAIReason-Rupe/PSRAI","9/13 - 9/17","787 LV",41,49,"-8",2015-09-14,"Romney",-8.88888888888889,-8
"338","Pew Research/PSRAIPew Research/PSRAI","9/12 - 9/16","2424 RV",45,50,"-5",2015-09-13,"Romney",-5.26315789473684,-5
"348","CBS News/NY TimesCBS News/NY Times","9/8 - 9/12","1162 LV",37,38,"-1",2015-09-09,"Romney",-1.33333333333333,-1
"358","FOX NewsFOX News","9/9 - 9/11","1056 LV",49,45,"+4",2015-09-10,"Romney",4.25531914893617,4
"368","CNN/Opinion ResearchCNN/Opinion Research","9/7 - 9/9","709 LV",48,47,"+1",2015-09-08,"Romney",1.05263157894737,1
"378","ABC News/Wash PostABC News/Wash Post","9/5 - 9/9","837 RV",44,49,"-5",2015-09-06,"Romney",-5.37634408602151,-5
"388","CNN/Opinion ResearchCNN/Opinion Research","8/31 - 9/3","735 LV",53,43,"+10",2015-09-01,"Romney",10.4166666666667,10
"398","ABC News/Wash PostABC News/Wash Post","8/29 - 9/2","842 RV",43,48,"-5",2015-08-30,"Romney",-5.49450549450549,-5
"408","CBS NewsCBS News","8/22 - 8/26","1051 RV",31,36,"-5",2015-08-23,"Romney",-7.46268656716418,-5
"4112","ABC News/Wash PostABC News/Wash Post","8/22 - 8/26","814 RV",40,51,"-11",2015-08-23,"Romney",-12.0879120879121,-11
"4210","CNN/Opinion ResearchCNN/Opinion Research","8/22 - 8/23","719 LV",50,46,"+4",2015-08-23,"Romney",4.16666666666667,4
"438","USA Today/GallupUSA Today/Gallup","8/20 - 8/22","1033 A",48,46,"+2",2015-08-21,"Romney",2.12765957446809,2
"448","FOX NewsFOX News","8/19 - 8/21","1007 LV",49,44,"+5",2015-08-20,"Romney",5.37634408602151,5
"458","Resurgent Republic (R)Resurgent Republic (R)","8/16 - 8/22","1000 LV",44,50,"-6",2015-08-17,"Romney",-6.38297872340426,-6
"468","Associated Press/GfKAssociated Press/GfK","8/16 - 8/20","1006 A",44,46,"-2",2015-08-17,"Romney",-2.22222222222222,-2
"477","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","8/15 - 8/19","1149 LV",40,39,"+1",2015-08-16,"Romney",1.26582278481013,1
"487","LA Times/USCLA Times/USC","8/13 - 8/19","954 LV",46,48,"-2",2015-08-14,"Romney",-2.12765957446809,-2
"497","CNN/Opinion ResearchCNN/Opinion Research","8/7 - 8/8","911 RV",48,47,"+1",2015-08-08,"Romney",1.05263157894737,1
"507","Politico/GWU/BattlegroundPolitico/GWU/Battleground","8/5 - 8/9","1000 LV",46,46,"Tie",2015-08-06,"Romney",0,0
"5111","FOX NewsFOX News","8/5 - 8/7","930 RV",46,45,"+1",2015-08-06,"Romney",1.0989010989011,1
"529","ABC News/Wash PostABC News/Wash Post","8/1 - 8/5","RV",42,50,"-8",2015-08-02,"Romney",-8.69565217391304,-8
"537","Pew ResearchPew Research","7/16 - 7/26","1956 RV",37,52,"-15",2015-07-17,"Romney",-16.8539325842697,-15
"547","USA Today/GallupUSA Today/Gallup","7/19 - 7/22","1030 A",46,45,"+1",2015-07-20,"Romney",1.0989010989011,1
"557","FOX NewsFOX News","7/15 - 7/17","901 RV",52,40,"+12",2015-07-16,"Romney",13.0434782608696,12
"567","CBS News/NY TimesCBS News/NY Times","7/11 - 7/16","942 RV",32,36,"-4",2015-07-12,"Romney",-5.88235294117647,-4
"577","GallupGallup","7/9 - 7/12","1014 A",39,48,"-9",2015-07-10,"Romney",-10.3448275862069,-9
"587","McClatchy/MaristMcClatchy/Marist","7/9 - 7/11","849 RV",46,42,"+4",2015-07-10,"Romney",4.54545454545455,4
"597","QuinnipiacQuinnipiac","7/1 - 7/8","2722 RV",37,41,"-4",2015-07-02,"Romney",-5.12820512820513,-4
"607","CNN/Opinion ResearchCNN/Opinion Research","6/28 - 7/1","1390 RV",49,42,"+7",2015-06-29,"Romney",7.69230769230769,7
"6111","Newsweek/Daily BeastNewsweek/Daily Beast","6/28 - 6/28","600 LV",49,49,"Tie",2015-06-29,"Romney",0,0
"629","BloombergBloomberg","6/15 - 6/18","1002 A",39,48,"-9",2015-06-16,"Romney",-10.3448275862069,-9
"637","Pew ResearchPew Research","6/7 - 6/17","1563 RV",41,47,"-6",2015-06-08,"Romney",-6.81818181818182,-6
"647","Monmouth/SurveyUSA/BraunMonmouth/SurveyUSA/Braun","6/4 - 6/6","1152 LV",38,37,"+1",2015-06-05,"Romney",1.33333333333333,1
"656","FOX NewsFOX News","6/3 - 6/5","907 RV",46,42,"+4",2015-06-04,"Romney",4.54545454545455,4
"666","GallupGallup","6/1 - 6/4","2069 A",44,42,"+2",2015-06-02,"Romney",2.32558139534884,2
"676","CNN/Opinion ResearchCNN/Opinion Research","5/29 - 5/31","1009 A",48,42,"+6",2015-05-30,"Romney",6.66666666666667,6
"686","ABC News/Wash PostABC News/Wash Post","5/23 - 5/27","RV",44,44,"Tie",2015-05-24,"Romney",0,0
"696","FOX NewsFOX News","5/13 - 5/15","913 RV",45,43,"+2",2015-05-14,"Romney",2.27272727272727,2
"706","USA Today/GallupUSA Today/Gallup","5/10 - 5/13","1012 A",50,41,"+9",2015-05-11,"Romney",9.89010989010989,9
"7110","Associated Press/GfKAssociated Press/GfK","5/3 - 5/7","1004 A",43,43,"Tie",2015-05-04,"Romney",0,0
"726","Resurgent Republic (R)Resurgent Republic (R)","4/30 - 5/3","1000 RV",41,45,"-4",2015-05-01,"Romney",-4.65116279069767,-4
"735","FOX NewsFOX News","4/22 - 4/24","915 RV",42,45,"-3",2015-04-23,"Romney",-3.44827586206897,-3
"745","CBS News/NY TimesCBS News/NY Times","4/13 - 4/17","957 A",29,34,"-5",2015-04-14,"Romney",-7.93650793650794,-5
"754","CNN/Opinion ResearchCNN/Opinion Research","4/13 - 4/15","1015 A",44,43,"+1",2015-04-14,"Romney",1.14942528735632,1
"764","QuinnipiacQuinnipiac","4/11 - 4/17","2577 RV",33,38,"-5",2015-04-12,"Romney",-7.04225352112676,-5
"774","ABC News/Wash PostABC News/Wash Post","4/11 - 4/15","1009 A",35,47,"-12",2015-04-12,"Romney",-14.6341463414634,-12
"784","CNN/Opinion ResearchCNN/Opinion Research","3/24 - 3/25","1014 A",37,49,"-12",2015-03-25,"Romney",-13.953488372093,-12
"794","ABC News/Wash PostABC News/Wash Post","3/21 - 3/25","1016 A",34,50,"-16",2015-03-22,"Romney",-19.047619047619,-16
"804","McClatchy/MaristMcClatchy/Marist","3/20 - 3/22","846 RV",45,45,"Tie",2015-03-21,"Romney",0,0
"8110","ABC News/Wash PostABC News/Wash Post","3/14 - 3/18","1004 A",38,42,"-4",2015-03-15,"Romney",-5,-4
"824","FOX NewsFOX News","3/10 - 3/12","912 RV",39,49,"-10",2015-03-11,"Romney",-11.3636363636364,-10
"834","BloombergBloomberg","3/8 - 3/11","1002 A",42,48,"-6",2015-03-09,"Romney",-6.66666666666667,-6
"844","CBS News/NY TimesCBS News/NY Times","3/7 - 3/11","878 RV",30,37,"-7",2015-03-08,"Romney",-10.4477611940298,-7
"854","Pew ResearchPew Research","3/7 - 3/11","1503 A",29,51,"-22",2015-03-08,"Romney",-27.5,-22
"864","ABC News/Wash PostABC News/Wash Post","2/29 - 3/4","1014 A",35,45,"-10",2015-03-01,"Romney",-12.5,-10
"874","ABC News/Wash PostABC News/Wash Post","2/22 - 2/26","1011 A",33,46,"-13",2015-02-22,"Romney",-16.4556962025316,-13
"884","Politico/GWU/BattlegroundPolitico/GWU/Battleground","2/19 - 2/22","1000 LV",37,52,"-15",2015-02-19,"Romney",-16.8539325842697,-15
"894","Associated Press/GfKAssociated Press/GfK","2/16 - 2/20","1000 A",50,43,"+7",2015-02-16,"Romney",7.52688172043011,7
"903","USA Today/GallupUSA Today/Gallup","2/16 - 2/19","1014 A",39,47,"-8",2015-02-16,"Romney",-9.30232558139535,-8
"918","QuinnipiacQuinnipiac","2/14 - 2/20","2605 RV",35,43,"-8",2015-02-14,"Romney",-10.2564102564103,-8
"924","ABC News/Wash PostABC News/Wash Post","2/15 - 2/19","1012 A",37,44,"-7",2015-02-15,"Romney",-8.64197530864197,-7
"934","CNN/Opinion ResearchCNN/Opinion Research","2/10 - 2/13","1026 A",34,54,"-20",2015-02-10,"Romney",-22.7272727272727,-20
"942","CBS News/NY TimesCBS News/NY Times","2/8 - 2/13","1604 RV",26,40,"-14",2015-02-08,"Romney",-21.2121212121212,-14
"952","ABC News/Wash PostABC News/Wash Post","2/8 - 2/12","1009 A",36,43,"-7",2015-02-08,"Romney",-8.86075949367089,-7
"962","Pew ResearchPew Research","2/8 - 2/12","1501 A",32,49,"-17",2015-02-08,"Romney",-20.9876543209877,-17
"972","ABC News/Wash PostABC News/Wash Post","1/18 - 1/22","1009 A",31,49,"-18",2015-01-18,"Romney",-22.5,-18
"982","CBS News/NY TimesCBS News/NY Times","1/12 - 1/17","1021 RV",21,35,"-14",2015-01-12,"Romney",-25,-14
"992","Pew ResearchPew Research","1/11 - 1/16","1502 A",31,45,"-14",2015-01-11,"Romney",-18.4210526315789,-14
"1002","FOX NewsFOX News","1/12 - 1/14","906 RV",45,38,"+7",2015-01-12,"Romney",8.43373493975904,7
"1017","CNN/Opinion ResearchCNN/Opinion Research","1/11 - 1/12","1021 A",43,42,"+1",2015-01-11,"Romney",1.17647058823529,1
"1023","ABC News/Wash PostABC News/Wash Post","1/4 - 1/8","1013 A",39,34,"+5",2015-01-04,"Romney",6.84931506849315,5
"1033","Associated Press/GfKAssociated Press/GfK","12/8 - 12/12","1000 A",48,39,"+9",2014-12-09,"Romney",10.3448275862069,9
"230","Economist/YouGovEconomist/YouGov","7/15 - 7/17","1300 A",32,44,"-12",2016-07-15,"Ryan",-15.7894736842105,-12
"330","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","7/9 - 7/13","1000 RV",28,30,"-2",2016-07-09,"Ryan",-3.44827586206897,-2
"430","The Economist/YouGovThe Economist/YouGov","5/20 - 5/23","2000 RV",33,43,"-10",2016-05-20,"Ryan",-13.1578947368421,-10
"530","CBS News/NY TimesCBS News/NY Times","5/13 - 5/17","1109 RV",20,21,"-1",2016-05-13,"Ryan",-2.4390243902439,-1
"630","FOX NewsFOX News","5/14 - 5/17","1021 RV",36,36,"Tie",2016-05-14,"Ryan",0,0
"727","The Economist/YouGovThe Economist/YouGov","3/26 - 3/29","2000 A",32,42,"-10",2016-03-26,"Ryan",-13.5135135135135,-10
"825","FOX NewsFOX News","3/20 - 3/22","1016 RV",30,40,"-10",2016-03-20,"Ryan",-14.2857142857143,-10
"919","BloombergBloomberg","3/19 - 3/22","1000 A",40,38,"+2",2016-03-19,"Ryan",2.56410256410256,2
"1018","CNN/ORCCNN/ORC","10/14 - 10/17","1028 A",37,31,"+6",2015-10-15,"Ryan",8.82352941176471,6
"1116","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",33,33,"Tie",2016-02-07,"Ryan",0,0
"1216","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",37,38,"-1",2016-01-24,"Ryan",-1.33333333333333,-1
"1316","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",34,38,"-4",2016-01-17,"Ryan",-5.55555555555556,-4
"1414","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",37,41,"-4",2016-01-10,"Ryan",-5.12820512820513,-4
"159","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",35,35,"Tie",2016-01-03,"Ryan",0,0
"169","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",36,42,"-6",2015-12-28,"Ryan",-7.69230769230769,-6
"179","The Economist/YouGovThe Economist/YouGov","12/20 - 12/22","1000 A",35,39,"-4",2015-12-21,"Ryan",-5.40540540540541,-4
"189","The Economist/YouGovThe Economist/YouGov","12/13 - 12/15","1000 A",34,41,"-7",2015-12-14,"Ryan",-9.33333333333333,-7
"199","The Economist/YouGovThe Economist/YouGov","12/6 - 12/8","1000 A",28,41,"-13",2015-12-07,"Ryan",-18.8405797101449,-13
"209","The Economist/YouGovThe Economist/YouGov","11/29 - 12/1","1000 A",33,40,"-7",2015-11-30,"Ryan",-9.58904109589041,-7
"2113","The Economist/YouGovThe Economist/YouGov","11/22 - 11/24","1000 A",32,35,"-3",2015-11-23,"Ryan",-4.47761194029851,-3
"2211","QuinnipiacQuinnipiac","11/18 - 11/23","1623 RV",36,28,"+8",2015-11-19,"Ryan",12.5,8
"239","The Economist/YouGovThe Economist/YouGov","11/15 - 11/17","1000 A",32,39,"-7",2015-11-16,"Ryan",-9.85915492957746,-7
"249","The Economist/YouGovThe Economist/YouGov","11/8 - 11/10","1000 A",39,34,"+5",2015-11-09,"Ryan",6.84931506849315,5
"259","The Economist/YouGovThe Economist/YouGov","11/1 - 11/3","1000 A",36,36,"Tie",2015-11-02,"Ryan",0,0
"269","The Economist/YouGovThe Economist/YouGov","10/25 - 10/27","1000 A",34,38,"-4",2015-10-26,"Ryan",-5.55555555555556,-4
"279","The Economist/YouGovThe Economist/YouGov","10/18 - 10/20","1000 A",31,39,"-8",2015-10-19,"Ryan",-11.4285714285714,-8
"289","The Economist/YouGovThe Economist/YouGov","10/11 - 10/13","1000 A",31,43,"-12",2015-10-12,"Ryan",-16.2162162162162,-12
"299","The Economist/YouGovThe Economist/YouGov","10/4 - 10/6","1000 A",33,40,"-7",2015-10-05,"Ryan",-9.58904109589041,-7
"309","The Economist/YouGovThe Economist/YouGov","9/27 - 9/29","1000 A",34,40,"-6",2015-09-28,"Ryan",-8.10810810810811,-6
"3113","The Economist/YouGovThe Economist/YouGov","9/20 - 9/22","1000 A",31,37,"-6",2015-09-21,"Ryan",-8.82352941176471,-6
"3211","The Economist/YouGovThe Economist/YouGov","9/13 - 9/15","1000 A",38,38,"Tie",2015-09-14,"Ryan",0,0
"339","The Economist/YouGovThe Economist/YouGov","9/6 - 9/8","1000 A",35,39,"-4",2015-09-07,"Ryan",-5.40540540540541,-4
"349","The Economist/YouGovThe Economist/YouGov","8/30 - 9/1","1000 A",37,40,"-3",2015-08-31,"Ryan",-3.8961038961039,-3
"359","The Economist/YouGovThe Economist/YouGov","8/23 - 8/25","1000 A",34,40,"-6",2015-08-24,"Ryan",-8.10810810810811,-6
"369","The Economist/YouGovThe Economist/YouGov","8/9 - 8/11","1000 A",31,40,"-9",2015-08-10,"Ryan",-12.6760563380282,-9
"379","The Economist/YouGovThe Economist/YouGov","8/2 - 8/4","1000 A",33,41,"-8",2015-08-03,"Ryan",-10.8108108108108,-8
"389","The Economist/YouGovThe Economist/YouGov","7/26 - 7/28","1000 A",30,42,"-12",2015-07-27,"Ryan",-16.6666666666667,-12
"399","The Economist/YouGovThe Economist/YouGov","7/19 - 7/21","1000 A",34,41,"-7",2015-07-20,"Ryan",-9.33333333333333,-7
"409","The Economist/YouGovThe Economist/YouGov","7/12 - 7/14","1000 A",34,41,"-7",2015-07-13,"Ryan",-9.33333333333333,-7
"4113","GallupGallup","7/7 - 7/10","1013 A",31,25,"+6",2015-07-08,"Ryan",10.7142857142857,6
"4211","The Economist/YouGovThe Economist/YouGov","7/5 - 7/7","1000 A",34,40,"-6",2015-07-06,"Ryan",-8.10810810810811,-6
"439","The Economist/YouGovThe Economist/YouGov","6/28 - 6/30","1000 A",34,42,"-8",2015-06-29,"Ryan",-10.5263157894737,-8
"449","QuinnipiacQuinnipiac","6/24 - 6/30","RV",36,33,"+3",2015-06-25,"Ryan",4.34782608695652,3
"459","The Economist/YouGovThe Economist/YouGov","6/21 - 6/23","1000 A",36,39,"-3",2015-06-22,"Ryan",-4,-3
"469","The Economist/YouGovThe Economist/YouGov","6/14 - 6/16","1000 A",35,42,"-7",2015-06-15,"Ryan",-9.09090909090909,-7
"478","The Economist/YouGovThe Economist/YouGov","6/7 - 6/9","1000 A",33,39,"-6",2015-06-08,"Ryan",-8.33333333333333,-6
"488","The Economist/YouGovThe Economist/YouGov","5/10 - 5/12","1000 A",31,47,"-16",2015-05-11,"Ryan",-20.5128205128205,-16
"498","The Economist/YouGovThe Economist/YouGov","5/3 - 5/5","1000 A",36,35,"+1",2015-05-04,"Ryan",1.40845070422535,1
