"","poll_date","votes","candidate","source","type"
"36218","2015-05-23",7.61538461538461,"Christie","Huffington Post","stack proportional low"
"36219","2015-05-16",7.70886075949367,"Christie","Huffington Post","stack proportional low"
"36220","2015-05-09",10.3561643835616,"Christie","Huffington Post","stack proportional low"
"36221","2015-05-09",5.92682926829269,"Christie","Huffington Post","stack proportional low"
"36222","2015-05-02",7.61538461538461,"Christie","Huffington Post","stack proportional low"
"36223","2015-04-25",8.96103896103896,"Christie","Huffington Post","stack proportional low"
"36224","2015-04-23",13.4838709677419,"Christie","Huffington Post","stack proportional low"
"36225","2015-04-16",11.8450704225352,"Christie","Huffington Post","stack proportional low"
"36226","2015-04-18",7.24390243902439,"Christie","Huffington Post","stack proportional low"
"36227","2015-04-11",6.80246913580247,"Christie","Huffington Post","stack proportional low"
"36228","2015-04-06",12.5797101449275,"Christie","Huffington Post","stack proportional low"
"36229","2015-04-04",9.30769230769231,"Christie","Huffington Post","stack proportional low"
"36230","2015-03-26",5.04878048780488,"Christie","Huffington Post","stack proportional low"
"36231","2015-03-28",7.5,"Christie","Huffington Post","stack proportional low"
"36232","2015-03-26",7.76623376623377,"Christie","Huffington Post","stack proportional low"
"36233","2015-03-21",10.3561643835616,"Christie","Huffington Post","stack proportional low"
"36234","2015-03-14",8.74358974358974,"Christie","Huffington Post","stack proportional low"
"36235","2015-03-13",11.231884057971,"Christie","Huffington Post","stack proportional low"
"36236","2015-03-07",10.6666666666667,"Christie","Huffington Post","stack proportional low"
"36237","2015-03-02",16.6923076923077,"Christie","Huffington Post","stack proportional low"
"36238","2015-02-28",7.9746835443038,"Christie","Huffington Post","stack proportional low"
"36239","2015-02-26",13.0704225352113,"Christie","Huffington Post","stack proportional low"
"36240","2015-02-21",9.83783783783784,"Christie","Huffington Post","stack proportional low"
"36241","2015-02-20",8.36363636363637,"Christie","Huffington Post","stack proportional low"
"36242","2015-02-07",11.4657534246575,"Christie","Huffington Post","stack proportional low"
"36243","2015-01-31",7.9746835443038,"Christie","Huffington Post","stack proportional low"
"36244","2015-01-24",7.97530864197531,"Christie","Huffington Post","stack proportional low"
"36245","2015-01-17",9.55844155844156,"Christie","Huffington Post","stack proportional low"
"36246","2015-01-10",8.44444444444444,"Christie","Huffington Post","stack proportional low"
"36247","2015-01-03",9.25974025974026,"Christie","Huffington Post","stack proportional low"
"36248","2014-12-27",6.80246913580247,"Christie","Huffington Post","stack proportional low"
"36249","2014-12-20",9.55844155844156,"Christie","Huffington Post","stack proportional low"
"36250","2014-12-13",7.9746835443038,"Christie","Huffington Post","stack proportional low"
"36251","2014-12-06",9.85714285714285,"Christie","Huffington Post","stack proportional low"
"36252","2014-11-22",11.6666666666667,"Christie","Huffington Post","stack proportional low"
"36253","2014-11-18",15.5211267605634,"Christie","Huffington Post","stack proportional low"
"36254","2014-11-15",9.78947368421053,"Christie","Huffington Post","stack proportional low"
"36255","2014-11-14",21,"Christie","Huffington Post","stack proportional low"
"36256","2014-11-08",10.4545454545455,"Christie","Huffington Post","stack proportional low"
"36257","2014-11-01",9.30379746835443,"Christie","Huffington Post","stack proportional low"
"36258","2014-10-25",9.58974358974359,"Christie","Huffington Post","stack proportional low"
"36259","2014-10-18",10.1052631578947,"Christie","Huffington Post","stack proportional low"
"36260","2014-10-11",7.75,"Christie","Huffington Post","stack proportional low"
"36261","2014-10-04",8.96103896103896,"Christie","Huffington Post","stack proportional low"
"36262","2014-09-27",7.75,"Christie","Huffington Post","stack proportional low"
"36263","2014-09-20",10.3333333333333,"Christie","Huffington Post","stack proportional low"
"36264","2014-09-13",8.75,"Christie","Huffington Post","stack proportional low"
"36265","2014-09-06",8.66233766233766,"Christie","Huffington Post","stack proportional low"
"36266","2014-08-30",8.77215189873418,"Christie","Huffington Post","stack proportional low"
"36267","2014-08-23",8.17948717948718,"Christie","Huffington Post","stack proportional low"
"36268","2014-08-16",8.96103896103896,"Christie","Huffington Post","stack proportional low"
"36269","2014-08-09",8.96103896103896,"Christie","Huffington Post","stack proportional low"
"36270","2014-08-02",8.52631578947368,"Christie","Huffington Post","stack proportional low"
"36271","2014-07-26",7.9746835443038,"Christie","Huffington Post","stack proportional low"
"36272","2014-07-24",12.0555555555556,"Christie","Huffington Post","stack proportional low"
"36273","2014-07-19",9.58974358974359,"Christie","Huffington Post","stack proportional low"
"36274","2014-07-12",9.1578947368421,"Christie","Huffington Post","stack proportional low"
"36275","2014-07-07",17.7692307692308,"Christie","Huffington Post","stack proportional low"
"36276","2014-07-05",8.50632911392405,"Christie","Huffington Post","stack proportional low"
"36277","2014-06-28",9.25974025974026,"Christie","Huffington Post","stack proportional low"
"36278","2014-06-24",12.3333333333333,"Christie","Huffington Post","stack proportional low"
"36279","2014-06-21",7.25,"Christie","Huffington Post","stack proportional low"
"36280","2014-06-14",7.97530864197531,"Christie","Huffington Post","stack proportional low"
"36281","2014-06-07",10,"Christie","Huffington Post","stack proportional low"
"36282","2014-05-28",6.51162790697674,"Christie","Huffington Post","stack proportional low"
"36283","2014-06-01",14.8260869565217,"Christie","Huffington Post","stack proportional low"
"36284","2014-05-10",6.14634146341464,"Christie","Huffington Post","stack proportional low"
"36285","2014-05-03",8.46153846153846,"Christie","Huffington Post","stack proportional low"
"36286","2014-04-26",7.68292682926829,"Christie","Huffington Post","stack proportional low"
"36287","2014-04-19",8.5,"Christie","Huffington Post","stack proportional low"
"36288","2014-04-13",12.6486486486486,"Christie","Huffington Post","stack proportional low"
"36289","2014-04-12",7.50617283950617,"Christie","Huffington Post","stack proportional low"
"36290","2014-04-08",5.45454545454545,"Christie","Huffington Post","stack proportional low"
"36291","2014-04-07",9,"Christie","Huffington Post","stack proportional low"
"36292","2014-04-05",9.5,"Christie","Huffington Post","stack proportional low"
"36293","2014-03-29",9.03797468354431,"Christie","Huffington Post","stack proportional low"
"36294","2014-03-29",9.47368421052632,"Christie","Huffington Post","stack proportional low"
"36295","2014-03-22",10.4210526315789,"Christie","Huffington Post","stack proportional low"
"36296","2014-03-20",14.625,"Christie","Huffington Post","stack proportional low"
"36297","2014-03-16",11.9459459459459,"Christie","Huffington Post","stack proportional low"
"36298","2014-03-16",6.88235294117647,"Christie","Huffington Post","stack proportional low"
"36299","2014-03-07",13.7142857142857,"Christie","Huffington Post","stack proportional low"
"36300","2014-03-06",10.4210526315789,"Christie","Huffington Post","stack proportional low"
"36301","2014-03-05",17.6938775510204,"Christie","Huffington Post","stack proportional low"
"36302","2014-02-22",8.46153846153846,"Christie","Huffington Post","stack proportional low"
"36303","2014-02-15",8.24050632911393,"Christie","Huffington Post","stack proportional low"
"36304","2014-02-08",9.30769230769231,"Christie","Huffington Post","stack proportional low"
"36305","2014-02-04",8.77215189873418,"Christie","Huffington Post","stack proportional low"
"36306","2014-02-01",6.5679012345679,"Christie","Huffington Post","stack proportional low"
"36307","2014-01-25",6.96385542168674,"Christie","Huffington Post","stack proportional low"
"36308","2014-01-23",9.25974025974026,"Christie","Huffington Post","stack proportional low"
"36309","2014-01-22",21.1372549019608,"Christie","Huffington Post","stack proportional low"
"36310","2014-01-20",11.6666666666667,"Christie","Huffington Post","stack proportional low"
"36311","2014-01-18",8.75,"Christie","Huffington Post","stack proportional low"
"36312","2014-01-15",19.3809523809524,"Christie","Huffington Post","stack proportional low"
"36313","2014-01-15",14.7777777777778,"Christie","Huffington Post","stack proportional low"
"36314","2014-01-12",20.2758620689655,"Christie","Huffington Post","stack proportional low"
"36315","2014-01-11",10.25,"Christie","Huffington Post","stack proportional low"
"36316","2014-01-09",5.44444444444444,"Christie","Huffington Post","stack proportional low"
"36317","2014-01-08",14.7777777777778,"Christie","Huffington Post","stack proportional low"
"36318","2014-01-04",12.2467532467532,"Christie","Huffington Post","stack proportional low"
"36319","2013-12-28",10.8987341772152,"Christie","Huffington Post","stack proportional low"
"36320","2013-12-14",10.7532467532468,"Christie","Huffington Post","stack proportional low"
"36321","2013-12-12",15.1081081081081,"Christie","Huffington Post","stack proportional low"
"36322","2013-12-03",20.1428571428571,"Christie","Huffington Post","stack proportional low"
"36323","2013-12-01",10.9756097560976,"Christie","Huffington Post","stack proportional low"
"36324","2013-10-26",12.5753424657534,"Christie","Huffington Post","stack proportional low"
"36325","2013-10-25",33,"Christie","Huffington Post","stack proportional low"
"36326","2013-09-23",24.5161290322581,"Christie","Huffington Post","stack proportional low"
"36327","2013-08-05",14.7567567567568,"Christie","Huffington Post","stack proportional low"
"36328","2013-07-25",22.0144927536232,"Christie","Huffington Post","stack proportional low"
"36329","2013-06-28",26.4285714285714,"Christie","Huffington Post","stack proportional low"
"36330","2013-06-22",23.6969696969697,"Christie","Huffington Post","stack proportional low"
"36331","2013-06-01",20.2222222222222,"Christie","Huffington Post","stack proportional low"
"36332","2013-05-31",25.7575757575758,"Christie","Huffington Post","stack proportional low"
"36333","2013-05-30",36.3584905660377,"Christie","Huffington Post","stack proportional low"
"36334","2013-05-06",18,"Christie","Huffington Post","stack proportional low"
"36335","2013-03-27",19.2089552238806,"Christie","Huffington Post","stack proportional low"
"36336","2013-02-21",39,"Christie","Huffington Post","stack proportional low"
"36337","2013-01-09",30.1754385964912,"Christie","Huffington Post","stack proportional low"
"36338","2013-01-03",17.9189189189189,"Christie","Huffington Post","stack proportional low"
"36339","2012-11-30",16.8648648648649,"Christie","Huffington Post","stack proportional low"
"36340","2016-01-29",9.98630136986301,"Huckabee","Huffington Post","stack proportional low"
"36341","2016-01-27",10.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36342","2016-01-21",10.7142857142857,"Huckabee","Huffington Post","stack proportional low"
"36343","2016-01-15",9.47368421052632,"Huckabee","Huffington Post","stack proportional low"
"36344","2016-01-14",11.8450704225352,"Huckabee","Huffington Post","stack proportional low"
"36345","2016-01-08",9.33333333333334,"Huckabee","Huffington Post","stack proportional low"
"36346","2015-12-31",10.5405405405405,"Huckabee","Huffington Post","stack proportional low"
"36347","2015-12-18",9.47368421052632,"Huckabee","Huffington Post","stack proportional low"
"36348","2015-12-11",12.2535211267606,"Huckabee","Huffington Post","stack proportional low"
"36349","2015-12-04",10.7260273972603,"Huckabee","Huffington Post","stack proportional low"
"36350","2015-12-03",12.8709677419355,"Huckabee","Huffington Post","stack proportional low"
"36351","2015-12-03",10.8888888888889,"Huckabee","Huffington Post","stack proportional low"
"36352","2015-11-23",12.4285714285714,"Huckabee","Huffington Post","stack proportional low"
"36353","2015-11-19",9.66666666666666,"Huckabee","Huffington Post","stack proportional low"
"36354","2015-11-13",11.0281690140845,"Huckabee","Huffington Post","stack proportional low"
"36355","2015-11-05",10.1891891891892,"Huckabee","Huffington Post","stack proportional low"
"36356","2015-11-05",12.5797101449275,"Huckabee","Huffington Post","stack proportional low"
"36357","2015-10-29",16.2537313432836,"Huckabee","Huffington Post","stack proportional low"
"36358","2015-10-29",11.6666666666667,"Huckabee","Huffington Post","stack proportional low"
"36359","2015-10-19",21.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36360","2015-10-23",11.0958904109589,"Huckabee","Huffington Post","stack proportional low"
"36361","2015-10-22",10.8918918918919,"Huckabee","Huffington Post","stack proportional low"
"36362","2015-10-15",10.8888888888889,"Huckabee","Huffington Post","stack proportional low"
"36363","2015-10-08",10.7260273972603,"Huckabee","Huffington Post","stack proportional low"
"36364","2015-10-08",11.4366197183099,"Huckabee","Huffington Post","stack proportional low"
"36365","2015-10-02",10.8888888888889,"Huckabee","Huffington Post","stack proportional low"
"36366","2015-10-01",6.5,"Huckabee","Huffington Post","stack proportional low"
"36367","2015-09-25",9.25974025974026,"Huckabee","Huffington Post","stack proportional low"
"36368","2015-09-24",8.66233766233766,"Huckabee","Huffington Post","stack proportional low"
"36369","2015-09-24",10.8888888888889,"Huckabee","Huffington Post","stack proportional low"
"36370","2015-09-17",11.0526315789474,"Huckabee","Huffington Post","stack proportional low"
"36371","2015-09-18",11.8450704225352,"Huckabee","Huffington Post","stack proportional low"
"36372","2015-09-17",14.1176470588235,"Huckabee","Huffington Post","stack proportional low"
"36373","2015-09-11",9.78947368421053,"Huckabee","Huffington Post","stack proportional low"
"36374","2015-09-11",10.3561643835616,"Huckabee","Huffington Post","stack proportional low"
"36375","2015-09-04",10.7368421052632,"Huckabee","Huffington Post","stack proportional low"
"36376","2015-08-28",11.6666666666667,"Huckabee","Huffington Post","stack proportional low"
"36377","2015-08-28",7.9746835443038,"Huckabee","Huffington Post","stack proportional low"
"36378","2015-08-28",11.8450704225352,"Huckabee","Huffington Post","stack proportional low"
"36379","2015-08-20",16.4848484848485,"Huckabee","Huffington Post","stack proportional low"
"36380","2015-08-14",8.74358974358974,"Huckabee","Huffington Post","stack proportional low"
"36381","2015-08-08",10.8888888888889,"Huckabee","Huffington Post","stack proportional low"
"36382","2015-08-07",10.8918918918919,"Huckabee","Huffington Post","stack proportional low"
"36383","2015-07-31",10.8918918918919,"Huckabee","Huffington Post","stack proportional low"
"36384","2015-07-31",12.8571428571429,"Huckabee","Huffington Post","stack proportional low"
"36385","2015-07-26",20.3076923076923,"Huckabee","Huffington Post","stack proportional low"
"36386","2015-07-26",8.94444444444444,"Huckabee","Huffington Post","stack proportional low"
"36387","2015-07-23",13.887323943662,"Huckabee","Huffington Post","stack proportional low"
"36388","2015-07-22",18.3870967741936,"Huckabee","Huffington Post","stack proportional low"
"36389","2015-07-20",8.52631578947368,"Huckabee","Huffington Post","stack proportional low"
"36390","2015-07-08",20,"Huckabee","Huffington Post","stack proportional low"
"36391","2015-07-18",12.0555555555556,"Huckabee","Huffington Post","stack proportional low"
"36392","2015-07-17",12.4444444444444,"Huckabee","Huffington Post","stack proportional low"
"36393","2015-07-11",10.3561643835616,"Huckabee","Huffington Post","stack proportional low"
"36394","2015-07-09",11.7647058823529,"Huckabee","Huffington Post","stack proportional low"
"36395","2015-07-09",24.7037037037037,"Huckabee","Huffington Post","stack proportional low"
"36396","2015-06-27",11.4657534246575,"Huckabee","Huffington Post","stack proportional low"
"36397","2015-06-20",11.6666666666667,"Huckabee","Huffington Post","stack proportional low"
"36398","2015-06-14",22.1481481481481,"Huckabee","Huffington Post","stack proportional low"
"36399","2015-06-13",10.4210526315789,"Huckabee","Huffington Post","stack proportional low"
"36400","2015-06-11",9.02564102564103,"Huckabee","Huffington Post","stack proportional low"
"36401","2015-06-06",11.5945945945946,"Huckabee","Huffington Post","stack proportional low"
"36402","2015-05-30",11.2432432432432,"Huckabee","Huffington Post","stack proportional low"
"36403","2015-05-28",12.0555555555556,"Huckabee","Huffington Post","stack proportional low"
"36404","2015-05-19",11.6842105263158,"Huckabee","Huffington Post","stack proportional low"
"36405","2015-05-23",11.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36406","2015-05-16",13.0704225352113,"Huckabee","Huffington Post","stack proportional low"
"36407","2015-05-09",15,"Huckabee","Huffington Post","stack proportional low"
"36408","2015-05-09",11.0526315789474,"Huckabee","Huffington Post","stack proportional low"
"36409","2015-05-03",16,"Huckabee","Huffington Post","stack proportional low"
"36410","2015-05-02",12.5753424657534,"Huckabee","Huffington Post","stack proportional low"
"36411","2015-04-25",13.0704225352113,"Huckabee","Huffington Post","stack proportional low"
"36412","2015-04-23",9.85714285714285,"Huckabee","Huffington Post","stack proportional low"
"36413","2015-04-16",17,"Huckabee","Huffington Post","stack proportional low"
"36414","2015-04-18",10.7368421052632,"Huckabee","Huffington Post","stack proportional low"
"36415","2015-04-11",11.6666666666667,"Huckabee","Huffington Post","stack proportional low"
"36416","2015-04-04",14.5714285714286,"Huckabee","Huffington Post","stack proportional low"
"36417","2015-03-29",16.2537313432836,"Huckabee","Huffington Post","stack proportional low"
"36418","2015-03-26",10.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36419","2015-03-28",13.2222222222222,"Huckabee","Huffington Post","stack proportional low"
"36420","2015-03-21",13.2857142857143,"Huckabee","Huffington Post","stack proportional low"
"36421","2015-03-14",12.5753424657534,"Huckabee","Huffington Post","stack proportional low"
"36422","2015-03-13",18.8461538461538,"Huckabee","Huffington Post","stack proportional low"
"36423","2015-03-07",13.2857142857143,"Huckabee","Huffington Post","stack proportional low"
"36424","2015-03-02",22.6315789473684,"Huckabee","Huffington Post","stack proportional low"
"36425","2015-02-28",12,"Huckabee","Huffington Post","stack proportional low"
"36426","2015-02-26",17.5151515151515,"Huckabee","Huffington Post","stack proportional low"
"36427","2015-02-21",15.2753623188406,"Huckabee","Huffington Post","stack proportional low"
"36428","2015-02-20",14.3888888888889,"Huckabee","Huffington Post","stack proportional low"
"36429","2015-02-07",14.5714285714286,"Huckabee","Huffington Post","stack proportional low"
"36430","2015-01-31",13.0704225352113,"Huckabee","Huffington Post","stack proportional low"
"36431","2015-01-24",13,"Huckabee","Huffington Post","stack proportional low"
"36432","2015-01-17",12.5753424657534,"Huckabee","Huffington Post","stack proportional low"
"36433","2015-01-10",12,"Huckabee","Huffington Post","stack proportional low"
"36434","2015-01-03",13.7142857142857,"Huckabee","Huffington Post","stack proportional low"
"36435","2014-12-27",9.83544303797468,"Huckabee","Huffington Post","stack proportional low"
"36436","2014-12-20",13.0704225352113,"Huckabee","Huffington Post","stack proportional low"
"36437","2014-12-13",13.2857142857143,"Huckabee","Huffington Post","stack proportional low"
"36438","2014-12-06",13.4788732394366,"Huckabee","Huffington Post","stack proportional low"
"36439","2014-11-22",14.7042253521127,"Huckabee","Huffington Post","stack proportional low"
"36440","2014-11-18",19.3846153846154,"Huckabee","Huffington Post","stack proportional low"
"36441","2014-11-15",13.9275362318841,"Huckabee","Huffington Post","stack proportional low"
"36442","2014-11-14",26.0204081632653,"Huckabee","Huffington Post","stack proportional low"
"36443","2014-11-01",13.6111111111111,"Huckabee","Huffington Post","stack proportional low"
"36444","2014-10-25",13.2222222222222,"Huckabee","Huffington Post","stack proportional low"
"36445","2014-10-18",14.1428571428571,"Huckabee","Huffington Post","stack proportional low"
"36446","2014-10-11",13.6111111111111,"Huckabee","Huffington Post","stack proportional low"
"36447","2014-10-04",13.2222222222222,"Huckabee","Huffington Post","stack proportional low"
"36448","2014-09-27",13.7142857142857,"Huckabee","Huffington Post","stack proportional low"
"36449","2014-09-20",15.0588235294118,"Huckabee","Huffington Post","stack proportional low"
"36450","2014-09-13",14.3888888888889,"Huckabee","Huffington Post","stack proportional low"
"36451","2014-09-06",14.2957746478873,"Huckabee","Huffington Post","stack proportional low"
"36452","2014-08-30",13.6849315068493,"Huckabee","Huffington Post","stack proportional low"
"36453","2014-08-23",11.5945945945946,"Huckabee","Huffington Post","stack proportional low"
"36454","2014-08-16",13.2222222222222,"Huckabee","Huffington Post","stack proportional low"
"36455","2014-08-09",13.2222222222222,"Huckabee","Huffington Post","stack proportional low"
"36456","2014-08-02",15,"Huckabee","Huffington Post","stack proportional low"
"36457","2014-07-26",11.4366197183099,"Huckabee","Huffington Post","stack proportional low"
"36458","2014-07-19",13.6111111111111,"Huckabee","Huffington Post","stack proportional low"
"36459","2014-07-12",13.3150684931507,"Huckabee","Huffington Post","stack proportional low"
"36460","2014-07-07",28.1111111111111,"Huckabee","Huffington Post","stack proportional low"
"36461","2014-07-05",14.2957746478873,"Huckabee","Huffington Post","stack proportional low"
"36462","2014-06-28",12.8333333333333,"Huckabee","Huffington Post","stack proportional low"
"36463","2014-06-24",14.7777777777778,"Huckabee","Huffington Post","stack proportional low"
"36464","2014-06-21",12.8333333333333,"Huckabee","Huffington Post","stack proportional low"
"36465","2014-06-14",11.6842105263158,"Huckabee","Huffington Post","stack proportional low"
"36466","2014-06-07",15.0588235294118,"Huckabee","Huffington Post","stack proportional low"
"36467","2014-05-10",8.8421052631579,"Huckabee","Huffington Post","stack proportional low"
"36468","2014-05-03",14.3888888888889,"Huckabee","Huffington Post","stack proportional low"
"36469","2014-04-26",10.7368421052632,"Huckabee","Huffington Post","stack proportional low"
"36470","2014-04-19",18.3076923076923,"Huckabee","Huffington Post","stack proportional low"
"36471","2014-03-20",10.6197183098592,"Huckabee","Huffington Post","stack proportional low"
"36472","2014-03-06",12,"Huckabee","Huffington Post","stack proportional low"
"36473","2014-01-25",11.6493506493507,"Huckabee","Huffington Post","stack proportional low"
"36474","2014-01-23",12.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36475","2014-01-11",12.8333333333333,"Huckabee","Huffington Post","stack proportional low"
"36476","2013-12-14",10.1538461538462,"Huckabee","Huffington Post","stack proportional low"
"36477","2013-12-12",14.0547945205479,"Huckabee","Huffington Post","stack proportional low"
"36478","2012-11-30",11.3506493506493,"Huckabee","Huffington Post","stack proportional low"
"36479","2011-05-10",16.7464788732394,"Huckabee","Huffington Post","stack proportional low"
"36480","2011-05-05",11.0246913580247,"Huckabee","Huffington Post","stack proportional low"
"36481","2011-05-05",11.5945945945946,"Huckabee","Huffington Post","stack proportional low"
"36482","2011-04-29",17.013698630137,"Huckabee","Huffington Post","stack proportional low"
"36483","2011-04-15",24.140350877193,"Huckabee","Huffington Post","stack proportional low"
"36484","2011-04-16",13,"Huckabee","Huffington Post","stack proportional low"
"36485","2011-04-07",10.1538461538462,"Huckabee","Huffington Post","stack proportional low"
"36486","2011-03-24",12.6923076923077,"Huckabee","Huffington Post","stack proportional low"
"36487","2011-03-10",10.4545454545455,"Huckabee","Huffington Post","stack proportional low"
"36488","2011-02-12",14.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36489","2011-02-11",18.5454545454545,"Huckabee","Huffington Post","stack proportional low"
"36490","2011-02-07",27.2592592592593,"Huckabee","Huffington Post","stack proportional low"
"36491","2011-01-14",12.3333333333333,"Huckabee","Huffington Post","stack proportional low"
"36492","2010-12-03",19.6129032258064,"Huckabee","Huffington Post","stack proportional low"
"36493","2010-12-02",18.4285714285714,"Huckabee","Huffington Post","stack proportional low"
"36494","2010-11-19",10.3670886075949,"Huckabee","Huffington Post","stack proportional low"
"36495","2010-11-08",21.1212121212121,"Huckabee","Huffington Post","stack proportional low"
"36496","2010-11-08",17,"Huckabee","Huffington Post","stack proportional low"
"36497","2010-11-03",15.4736842105263,"Huckabee","Huffington Post","stack proportional low"
"36498","2010-10-27",19.7647058823529,"Huckabee","Huffington Post","stack proportional low"
"36499","2010-09-22",24.9803921568627,"Huckabee","Huffington Post","stack proportional low"
"36500","2010-09-19",17.2162162162162,"Huckabee","Huffington Post","stack proportional low"
"36501","2010-09-09",19.9230769230769,"Huckabee","Huffington Post","stack proportional low"
"36502","2010-09-10",17.2388059701493,"Huckabee","Huffington Post","stack proportional low"
"36503","2010-08-06",18.5625,"Huckabee","Huffington Post","stack proportional low"
"36504","2010-08-06",16.4848484848485,"Huckabee","Huffington Post","stack proportional low"
"36505","2010-07-17",15.5555555555556,"Huckabee","Huffington Post","stack proportional low"
"36506","2010-07-09",19.3846153846154,"Huckabee","Huffington Post","stack proportional low"
"36507","2010-07-09",19.9230769230769,"Huckabee","Huffington Post","stack proportional low"
"36508","2010-07-09",21.0983606557377,"Huckabee","Huffington Post","stack proportional low"
"36509","2010-07-08",23.4920634920635,"Huckabee","Huffington Post","stack proportional low"
"36510","2010-06-04",19.551724137931,"Huckabee","Huffington Post","stack proportional low"
"36511","2010-05-07",19.3809523809524,"Huckabee","Huffington Post","stack proportional low"
"36512","2010-05-04",19.7647058823529,"Huckabee","Huffington Post","stack proportional low"
"36513","2010-04-09",18.7936507936508,"Huckabee","Huffington Post","stack proportional low"
"36514","2010-04-09",16.7222222222222,"Huckabee","Huffington Post","stack proportional low"
"36515","2010-03-12",15.2686567164179,"Huckabee","Huffington Post","stack proportional low"
"36516","2010-02-13",22.3770491803279,"Huckabee","Huffington Post","stack proportional low"
"36517","2010-01-18",19.6875,"Huckabee","Huffington Post","stack proportional low"
"36518","2009-12-04",15,"Huckabee","Huffington Post","stack proportional low"
"36519","2009-11-24",7.90909090909091,"Huckabee","Huffington Post","stack proportional low"
"36520","2009-11-17",21.1764705882353,"Huckabee","Huffington Post","stack proportional low"
"36521","2009-11-13",13.3150684931507,"Huckabee","Huffington Post","stack proportional low"
"36522","2009-10-16",20.2258064516129,"Huckabee","Huffington Post","stack proportional low"
"36523","2009-10-16",19.3188405797101,"Huckabee","Huffington Post","stack proportional low"
"36524","2009-09-21",13.3513513513514,"Huckabee","Huffington Post","stack proportional low"
"36525","2009-08-14",16.6438356164384,"Huckabee","Huffington Post","stack proportional low"
"36526","2009-07-15",14,"Huckabee","Huffington Post","stack proportional low"
"36527","2009-07-12",13.7027027027027,"Huckabee","Huffington Post","stack proportional low"
"36528","2009-07-10",22.6153846153846,"Huckabee","Huffington Post","stack proportional low"
"36529","2009-06-12",12.1282051282051,"Huckabee","Huffington Post","stack proportional low"
"36530","2009-05-14",13.8947368421053,"Huckabee","Huffington Post","stack proportional low"
"36531","2009-05-14",19.2857142857143,"Huckabee","Huffington Post","stack proportional low"
"36532","2009-04-17",13.2631578947368,"Huckabee","Huffington Post","stack proportional low"
"36533","2015-11-13",15,"Jindal","Huffington Post","stack proportional low"
"36534","2015-11-05",11.6451612903226,"Jindal","Huffington Post","stack proportional low"
"36535","2015-11-05",15.3725490196078,"Jindal","Huffington Post","stack proportional low"
"36536","2015-10-29",22.5531914893617,"Jindal","Huffington Post","stack proportional low"
"36537","2015-10-29",15.6122448979592,"Jindal","Huffington Post","stack proportional low"
"36538","2015-10-23",14,"Jindal","Huffington Post","stack proportional low"
"36539","2015-10-22",18,"Jindal","Huffington Post","stack proportional low"
"36540","2015-10-15",15.0754716981132,"Jindal","Huffington Post","stack proportional low"
"36541","2015-10-08",14.0655737704918,"Jindal","Huffington Post","stack proportional low"
"36542","2015-10-08",16.25,"Jindal","Huffington Post","stack proportional low"
"36543","2015-10-02",15.6923076923077,"Jindal","Huffington Post","stack proportional low"
"36544","2015-09-25",14.6825396825397,"Jindal","Huffington Post","stack proportional low"
"36545","2015-09-24",14.4814814814815,"Jindal","Huffington Post","stack proportional low"
"36546","2015-09-17",22.75,"Jindal","Huffington Post","stack proportional low"
"36547","2015-09-18",17.2941176470588,"Jindal","Huffington Post","stack proportional low"
"36548","2015-09-11",14.0655737704918,"Jindal","Huffington Post","stack proportional low"
"36549","2015-09-11",16.6153846153846,"Jindal","Huffington Post","stack proportional low"
"36550","2015-09-04",18.8181818181818,"Jindal","Huffington Post","stack proportional low"
"36551","2015-08-28",14.7049180327869,"Jindal","Huffington Post","stack proportional low"
"36552","2015-08-28",16.1851851851852,"Jindal","Huffington Post","stack proportional low"
"36553","2015-08-20",25.4545454545455,"Jindal","Huffington Post","stack proportional low"
"36554","2015-08-14",15.344262295082,"Jindal","Huffington Post","stack proportional low"
"36555","2015-08-08",14.0655737704918,"Jindal","Huffington Post","stack proportional low"
"36556","2015-08-07",18.734693877551,"Jindal","Huffington Post","stack proportional low"
"36557","2015-07-31",16.6666666666667,"Jindal","Huffington Post","stack proportional low"
"36558","2015-07-31",21.8571428571429,"Jindal","Huffington Post","stack proportional low"
"36559","2015-07-23",27.6190476190476,"Jindal","Huffington Post","stack proportional low"
"36560","2015-07-08",31.2820512820513,"Jindal","Huffington Post","stack proportional low"
"36561","2015-07-18",18.1052631578947,"Jindal","Huffington Post","stack proportional low"
"36562","2015-07-11",16,"Jindal","Huffington Post","stack proportional low"
"36563","2015-07-09",27.2432432432432,"Jindal","Huffington Post","stack proportional low"
"36564","2015-06-27",16.5483870967742,"Jindal","Huffington Post","stack proportional low"
"36565","2015-06-20",16,"Jindal","Huffington Post","stack proportional low"
"36566","2015-05-19",28.9459459459459,"Jindal","Huffington Post","stack proportional low"
"36567","2015-03-02",33.4285714285714,"Jindal","Huffington Post","stack proportional low"
"36568","2014-07-07",35.8947368421053,"Jindal","Huffington Post","stack proportional low"
"36569","2014-06-24",31.5,"Jindal","Huffington Post","stack proportional low"
"36570","2014-03-20",26,"Jindal","Huffington Post","stack proportional low"
